sentence_id,something,develops,something_first_index,something_last_index,develops_first_index,develops_last_index,sentence_text,answer
260047,i,did enjoy,0,0,1,2,i did enjoy this .,
260375,she,could n't love,11,11,12,14,My girl 's eyes light up whenever she has him and she could n't love him more ! ! !,
260528,I,do enjoy,6,6,7,8,I 'm not an artist but I do enjoy sketching things sometimes .,
260568,individual players,may not enjoy,11,12,13,15,I 've found that it 's an incredible couples game while individual players may not enjoy it quite as much .,
260800,this,love,1,1,2,2,Watch this love the story line,
261061,I,LOVE,0,0,1,1,I LOVE Sugar !,
261232,we,can enjoy,21,21,22,23,"We have seen this movie several times on cable , and just wanted to have it here at home , so we can enjoy it anytime , and share the movie with visiting friends .",
261296,grandson,will love,0,0,1,2,grandson will love it,
261306,I,love,0,0,1,1,"I love Funko Pop 's and this one is no different , for fans of the classic Teenage Mutant Ninja Turtle show this Shredder does not disappoint .",
261465,I,love,4,4,5,5,"I bought it because I love Dwayne Johnson , but it was the worst movie I have seen in a long time .",
261479,We,appreciate,0,0,2,2,We really appreciate the fact that we wo n't have to climb up on ladders to replace these for a good long while .,
261692,I,love,0,0,1,1,"I love the details , especially in the card he holds of a joker with a head hanging from a rope or something .",
261698,I,love,0,0,1,1,I love this .,
261736,Supertooth HD,love,0,1,3,3,"Supertooth HD , love it !",
261905,My Kids,love,0,1,2,2,My Kids love it ! ! !,
262306,I,love,0,0,1,1,I love it,
262591,I,did enjoy,0,0,1,2,I did enjoy this book but i would have prefered more interaction with the zombies .,
262627,I,love the bulbs -  ,0,0,1,5,I love the bulbs -  ,
262731,I,love,0,0,1,1,"I love this product , my daughter is going to really enjoy this .",
263049,We,LOVE,0,0,1,1,We LOVE it !,
263054,We,LOVE,0,0,1,1,We LOVE it !,
263086,all in - battle foes,win,3,7,9,9,"You must defeat all in - battle foes to win , as where it is of course lights out if they deplete your HP first .",
263088,you,'ll eventually learn,60,60,61,63,"The difference this time around is that there are no experience points and Mario never actually levels up ( your HP will progressively increase with Heart Containers you track down instead ) ; this sounds and feels wonky at first , primarily because you may feel unmotivated to "" grind "" or battle many enemies as a result , but you 'll eventually learn the value of the coins and stickers each battle earns you .",
263113,a wonderful soundtrack,contribute,10,12,32,32,"As with most Paper Mario games , there 's also a wonderful soundtrack to enjoy , and the combination of all these traits keep the game moving at a strong pace and contribute toward an overarching effervescent sheen of the whole package .",
263113,the combination of all these traits,contribute,17,22,32,32,"As with most Paper Mario games , there 's also a wonderful soundtrack to enjoy , and the combination of all these traits keep the game moving at a strong pace and contribute toward an overarching effervescent sheen of the whole package .",
263270,we,learn,8,8,9,9,I wish the characters were more developed somehow we learn the background of the characters and some about them but they still come across as slightly one dimensional .,
263287,I,love,0,0,2,2,"I completely love this vellum paper , and wish I had bought more of it instead of the much cheaper paper I ended up going with .",
263334,Writing,Shine,0,0,3,3,"Writing and Graphics Shine , Gameplay Falls Flat",
263334,Graphics,Shine,2,2,3,3,"Writing and Graphics Shine , Gameplay Falls Flat",
263338,I,did I enjoy,14,14,13,15,"I finished it , which is becoming increasingly rare these days , but did I enjoy it ?",
263360,I,admire,1,1,2,2,"While I admire the developers for trying something new , the gameplay has a major glaring flaw : there is little - to - no incentive for combat .",
263384,a treat,enjoy,14,15,17,17,"If you can overlook the sheer pointlessness of the gameplay , it 's still a treat to enjoy .",
263636,I,love,0,0,1,1,"I love this book , and I really like the original movie , but Jeremy Irons makes this version even better .",
263951,I,love,0,0,1,1,I love this comb .,
264253,I,love,5,5,6,6,Let me start by saying I love Aly and aj and really like their music .,
264656,I,would love,0,0,1,2,I would love to read a sequel .,
264663,You,will enjoy,0,0,1,2,"You will enjoy this movie , mes amis !",
264881,My kinds,love,0,1,2,2,My kinds love this movie,
264912,you,will love,5,5,6,7,"If you like vampires , you will love this book .",
264914,you,enjoy,1,1,2,2,"If you enjoy how humor can lighten a serious subject , you will enjoy this book .",
264914,you,will enjoy,11,11,12,13,"If you enjoy how humor can lighten a serious subject , you will enjoy this book .",
264932,readers of suspense,enjoy,5,7,12,12,I recommend this book to readers of suspense and paranormal who also enjoy a bit of humor .,
264942,My teenage kids,love,0,2,4,4,My teenage kids absolutely love these .,
265036,I,love,0,0,1,1,I love the ease of opening this knife and true to Kershaw knives the edge is incredibly sharp .,
265199,I,love,0,0,1,1,"I love the tightness of Sylvia Frost 's books , the way she does n't try to pad the page count and instead sticks to the basics of what makes the story great .",
265373,I,love,0,0,1,1,I love this movie !,
265383,I,love,0,0,5,5,I was n't prepared to love this thing as much as I do .,
265546,I,love,11,11,12,12,The rock has turned out to be a excellent actor and I love him in this,
266005,Somebody,Love,10,10,12,12,"Apart from having heard "" White Rabbit "" & "" Somebody To Love "" , I did n't know much about the Airplane / Starship family .",
266097,i,love,0,0,1,1,i love to create and use my own patterns when sewing .,
266805,I,love,0,0,1,1,I love this movie but I wish they 'd have taken a bit more care in the quality department .,
266945,They,DO NOT support,0,0,1,3,"They DO NOT support H.264 anymore , that could be a drawback for some .",
267119,I,love,0,0,1,1,I love these LED bulbs ! ! ! ! ! !,
267296,I,love,0,0,1,1,"I love their new cd , i was pretty psyched when i heard that they were coming out with a new cd .",
267501,I,love,0,0,1,1,I love how they feel .,
268036,I,love,0,0,4,4,I have three and love them !,
268046,I,love,0,0,7,7,I have three of these knives and love them !,
268405,I,LOVE,0,0,1,1,I LOVE this album,
268413,I,LOVE,10,10,12,12,"I 'm so glad I finally opened my mind , I absolutely LOVE this album , it was definitely one of the best releases of 2007 .",
268438,a few listens,grow,8,10,12,12,This is quite a cool song but took a few listens to grow on me .,
268538,The kids,love,0,1,4,4,The kids and hubby love them in spite of their nutritional value .,
268538,hubby,love,3,3,4,4,The kids and hubby love them in spite of their nutritional value .,
268663,I,love,0,0,1,1,I love the case .,
268666,I,love,0,0,1,1,I love the way it fits on my Verison LG G2 and the colors are adorable and bright like I wanted .,
268674,The case,love,0,1,10,10,The case was here right on time and very much love how Amazon is always expediate .,
268907,I,love,0,0,2,2,I absolutely love this !,
268942,I,love,0,0,1,1,"I love it though , I 've been a WW fan since I was about 3 yrs old .",
268991,I,love,0,0,1,1,I love working with this .,
269017,I,love,0,0,1,1,I love Georgia Le Carre 's work .,
269018,I,love,0,0,1,1,I love her writing style and the way she weaves sensual tales with interesting storylines .,
269052,I,love,3,3,4,4,"
 But , I love the author 's writing and I am very curious to see where she will take the tale from here .",
269130,Grandsons,love,0,0,1,1,Grandsons love this pirate box .,
269164,I,love,0,0,1,1,I love it ! ! ! !,
269220,the kids,enjoy it a lot,8,9,13,16,"Not a Jojo fan at all , but the kids really seem to enjoy it a lot .",
269253,you,love,18,18,19,19,Claiming Crusher is a beautiful story of overcoming lifes challenges and pushing forward and being strong for those you love when they need you most .,
269541,You,will not win,0,0,1,3,You will not win any costume contests from this get up unless you are at a bordello ( this from a woman who gave good reviews to a french maid costume a few days ago ) .,
269805,woodworkers,learn,4,4,6,6,A must have for woodworkers to learn metric .,
269810,it,a really fist learn,2,2,3,6,This makes it a really fist learn !,
270082,I,love,0,0,1,1,I love that I can slip it in a pocket due to it 's compact size so both my hands are free as I approach a vehicle .,
270113,my 4 year old son,does enjoy,4,8,9,10,"Bottomline here is , my 4 year old son does enjoy the product .",
270299,my heart,smile,9,10,11,11,They were it for one another and that makes my heart smile .,
270300,I,love,0,0,1,1,"I love that we get to hear the story from Dani and Crusher 's POV , it really makes you feel like you were there , living the madness that ensued in the Savage Brothers MC .",
270543,I,did enjoy,0,0,1,2,I did enjoy it though and it 's easily the best in the series .,
270620,I,love,9,9,10,10,I had never read Nessa Connor before this but I love biker books .,
270858,my toe nails,grow,20,22,23,23,"

 3 hours of my life I could have been picking lint out of my belly button , or watching my toe nails grow .",
270957,these shoes,shine,14,15,17,17,"Watch out on slippery surfaces , except for the dancefloor , that 's when these shoes really shine !",
271000,I,did not appreciate,0,0,6,8,I watched it with them and did not appreciate some of the ideas that the video was passing on .  ,
271044,you,would enjoy,6,6,13,14,"I 'd definitely recommend it if you like dark and dirty , and would enjoy a quick read .",
271079,I,love,13,13,14,14,"Let me first say that I 've purchased other Hoosier Hill products that I love ( I 'm especially fond of the&nbsp;<a data - hook=""product - link - linked "" class=""a - link - normal "" href=""/Erythritol - Granules - Hoosier - Hill - Farm - Made - in - the - USA - Gluten - Free - Natural - Sweetener-5 - lb",
271227,I,love,9,9,10,10,"That aside , and some other things too , I love this movie .",
271374,I,love,0,0,1,1,"I love his series , every book is an adventure and suspense an each chapter .",
271376,You,laugh,0,0,4,4,"You will cry , laugh and yell shoot him again by the end of the book .",
271521,We,love,0,0,1,1,We love Step 2 products and have purchased several items from them in the past .,
271795,I,love,11,11,13,13,"It 's a bit reminiscent of Dahl 's work , which I still love , so I will give the author some credit there .",
271797,children,will love,2,2,3,4,"I think children will love this book , however .",
271877,you,love,1,1,2,2,if you love a alpha male seedy mob boss that puts a friendship through some test and with lots of hot controlling sex .,
271907,you,do n't admire,17,17,18,20,Remember all this when you watch Christopher Lloyd in the second season oif Taxi and on so you do n't admire his performance as Reverend Jim too much .,
271917,I,love,0,0,1,1,I love the gentle curve of the keyboard .,
272082,I,love,10,10,11,11,"Took a minute to get it perfect , but now I love it .",
272250,I,enjoy,0,0,1,1,I enjoy my mortar very much !  ,
272251,I,enjoy,4,4,5,5,"... as much as I enjoy everything I have bought through Amazon , throughout the many years .",
272534,you,love,8,8,10,10,... Park is one of those games that you just love to love,
272537,you,love,8,8,10,10,South Park is one of those games that you just love to love .,
272560,I,love,0,0,1,1,I love the weave - covering of them .,
272723,I,love,0,0,1,1,I love the fit and the fabric .,
272767,I,love,6,6,7,7,It fits my new camera and I love the color blue .,
272839,I,love,0,0,1,1,I love Dahlia 's spunk and our kindness .,
273121,I,enjoy,0,0,3,3,"I started to enjoy the style of Wombat before they launched into the old - school rap , which I 'm sorry to say , just fell flat .",
273123,I,enjoy,34,34,35,35,"As a long time Phish fan , I truly hate to be negative , but for me- Phish seems to have lost the unique vibe and blend of chill and high energy jams that I enjoy .",
273138,he,will grow,2,2,3,4,So hopefully he will grow into it and like it more .,
273145,We,love,0,0,1,1,We love it !,
273265,me,laugh,10,10,11,11,"Overall , better then I expected and it did make me laugh .",
273382,I,love,1,1,2,2,What I love about my iSpring is that the parts are simply made so that many of them can be even purchased from an off brand .,
273481,I,learn,0,0,4,4,I was thrilled to learn that this heater came with a battery already installed and it took no time at all to prime the wick .,
273523,you,laugh,6,6,7,7,"At times the story will make you laugh , and the next you find yourself wanting to cry .",
273700,My boy,love,0,1,2,2,My boy love it .,
273744,everybody,love,18,18,26,26,"I saw this in a theatre back in December 2012 , and I could n't wait to tell everybody about it who , like myself , love a good disaster movie .",
273923,I,love,0,0,1,1,I love this product and I highly recommend it to anyone who wants to easily fix their toilet .,
274171,I,love,0,0,1,1,I love having this on my kindle .,
274207,I,love,0,0,1,1,I love the detachable cord .,
274337,The range,love,0,1,6,6,"The range is great and just love the small , slim transmitter .",
274454,I,love,23,23,24,24,"Well we do so I purchased this product to use in an "" emergency "" until I can get to the store and I love it .",
274536,I,love,10,10,11,11,"I bought this skin to hide those , but ultimately I love how it makes my MBP stand out .",
274568,I,love,0,0,1,1,I love the amplifier and I love Amazon.com .,
274568,I,love,5,5,6,6,I love the amplifier and I love Amazon.com .,
274596,they,love,5,5,7,7,"Every child loves Silverstein and they all love to giggle over the silliness of "" Runny Babbit "" .",
274677,me,laugh,16,16,17,17,"Me , I was Hemmed in my little hole complaining about change -- this book made me laugh and see the humor in my situation .",
274776,We,should ' enjoy,0,0,1,3,"We should ' enjoy change ' we are told , but I always find it hard to enjoy changes such the loss of a loved one , job redundancy or injury from an accident , and such platitudes get a bit demeaning after awhile .",
274781,it,could motivate,7,7,8,9,Although it might make you so angry it could motivate you to write your own self - help book - and that s not a bad thing .,
274828,I,love,0,0,1,1,I love the dark side but where good prevails !,
274878,"UTF8"">Hitchcock</a>&nbsp;released",did achieve,0,0,7,8,"UTF8"">Hitchcock</a>&nbsp;released in the same year , which did achieve theatrical distribution in the States , with much bigger stars : Anthony Hopkins , Helen Mirren and Scarlett Johansson .",
275085,I,love,0,0,1,1,I love the available application keys and the interchangeability of this device with other Logitech devices .,
275210,I,love,0,0,1,1,"I love the family dynamic between Dahlia and Steels , more of the please .",
275288,I,love,0,0,1,1,I love Wonder Woman,
275293,I,love,0,0,1,1,I love Wonder Woman !,
275384,I,love,0,0,1,1,"I love this item , it is naturally beautiful and appealing ... is going to be displayed on my counter !  ",
275670,Kids,will love,0,0,1,2,Kids will love the Wizard in this .,
275701,I,love,0,0,1,1,I love this mortar and pestle .,
275737,you,enjoy,1,1,2,2,"If you enjoy silliness , I think you 'll really like this book whatever your age .",
275835,I,love,0,0,2,2,I also love the mic that comes in the cord .,
276001,I,enjoy,0,0,1,1,I enjoy this CD very much .,
276102,they,will happily learn,6,6,7,9,I think this is one time they will happily learn to love the busy - ness .,
276111,they,love,6,6,7,7,Is everyone eventually with the one they love ?,
276241,I,love,10,10,12,12,Believe you me I went into this book doubting that I d love it as much as the others in the series .,
276241,d,love,11,11,12,12,Believe you me I went into this book doubting that I d love it as much as the others in the series .,
276280,I,love,8,8,9,9,I hope this will always be available because I love the product and the convenience .,
276351,your children,love,6,7,8,8,Lead is a must have if your children love mechanical pencils,
276629,you,'ll love,15,15,16,17,"Give the bonus of amazing graphics and sound , if you like fighting games , you 'll love this one .",
276813,I,love,7,7,8,8,"I ve seen it twice , because I love films with fantastic acting in them .",
277082,we,learn,3,3,4,4,"In this book we learn about Dani and her history , which is the driving force behind her bad behavior and poor decision - making .",
277221,I,love,0,0,1,1,"I love the look of these , very "" edgy "" all of legs avenue products have always been good in my book ...",
277307,some money,support,23,24,26,26,"I 'm sure if they had gone to Steve Jobs , one of Disney 's board members , and begged him to donate some money to support children 's programs , he might have helped .",
277310,My kids,love,0,1,2,2,My kids love Jojo 's Circus and we all wish there had been more .,
277388,you,enjoy,1,1,2,2,"If you enjoy this book you must read "" HUNTERS MATE"" ... Sexy , exciting , and do n't forget the HEA.(Happily Ever After )",
277543,I,love,0,0,1,1,I love it .,
277595,I,love,0,0,1,1,I love looking out at night and seeing all of the different fairies and angels glowing in the garden ! !,
277676,I,enjoy the most,10,10,11,13,"This film is my favorite Hawks movie , the one I enjoy the most .",
277684,I,enjoy,1,1,3,3,But I actually enjoy EL DORADO more than RIO BRAVO because   of its playfulness .,
277689,a great master of this trade,can achieve,33,38,39,40,"There 's nothing fancy about Hawks 's direction in this film , but   everything is done so natural , casual and indeed perfect , which is , I   think , only a great master of this trade can achieve .",
277701,you,can enjoy,4,4,5,6,"With this DVD , you can enjoy the   masterful direction of Hawks , the beautiful score by Nelson Riddle ( I think  ",
277718,we,enjoy,19,19,20,20,"I bought a pair of these for myself and my mom when I moved out of town , and we enjoy high quality video calls .",
277749,I,love,0,0,1,1,I love a good slasher movie just as much as the next horror fan .,
277815,music,support,2,2,8,8,"It is music that is expertly crafted to support a story full of fantasy , magic , and romance .",
277926,I,love,0,0,1,1,I love the pure noise free sound for my acoustic electric guitar .,
277949,I,love,0,0,1,1,I love when books have a strong female lead like Dahlia .,
277951,you,love,8,8,14,14,As much as you want to hate Zane you just ca n't help but love him as the book progresses !,
278028,I,love,0,0,1,1,"I love mafia men and how strong , cocky , and powerful they are and when they want something , they will have it and what Alexander wanted was dahlia and he will have her .",
278155,Dogs,love,0,0,1,1,Dogs love the food .,
278165,Dogs,love,0,0,1,1,Dogs love it,
278271,the healthy person,enjoy,1,3,13,13,But the healthy person gets past this mode quickly and goes on to enjoy the adventure -- exploring and developing the new opportunities that change also brings .,
278322,you,will enjoy,2,2,3,4,I know you will enjoy reading this book as much as I have .,
278373,I,appreciate,0,0,1,1,"I appreciate these because they are the "" short "" variety and work well in the recesses of my new range hood .",
278669,I,love,0,0,1,1,I love it .,
278682,I,love,19,19,20,20,"This ink was of the best quality , has lasted longer than the name brand I had purchased and I love it ! !  ",
278953,I,did I love,36,36,35,37,"Not the best subtitles ( and that 's an understatement ) , but really focusing ( and backing the film up a few times ) they were do - able ... and good GOD , did I love this film !",
279019,you,enjoy,1,1,2,2,If you enjoy fairies or know someone who does this is a great piece for the yard,
279145,these arms,support,4,5,7,7,"I bought two if these arms to support 23 "" led screens .",
279226,I,love,0,0,1,1,I love it .,
279417,I,love,0,0,1,1,"I love that he put his woman before the club , even though it was probably a hard thing for him , he still does n't regret it and would do it all over again which I LOVE ! !",
279417,I,LOVE,36,36,37,37,"I love that he put his woman before the club , even though it was probably a hard thing for him , he still does n't regret it and would do it all over again which I LOVE ! !",
279418,I,love,13,13,14,14,Dani ... wow that woman had been through hell and back and seriously I love her character ! !,
279802,I,love,0,0,1,1,"I love Weather Tech products , but it was obvious when installed that this does n't fit the 2014 Chevy Cruze exactly .",
279903,I,love,0,0,1,1,I love it vert powerfull,
280014,I,love,16,16,18,18,"The game has a cartoon feel and the back of the box even says that , I usually love cartoons and this one fits the bill in terms of both comedy and graphics .",
280145,I,love,0,0,1,1,I love the BIC Triumph 730RT Gel Pens !,
280151,I,love,0,0,2,2,I also love the look of this pen .,
280202,others,will love,45,45,56,57,"But for the rest of us , this is a riveting page - turner and lots of fun - another Brown thrill fest where plot and context trump the deficiencies , including all the ingredients for another wild bestseller that most will love while infuriating others who , as with Da Vinci code before it , will love to hate it .",
280290,me,smile,7,7,8,8,"And Helena 
 Bonham Carter always makes me smile with "" Bibbitty - Bobbity Boo . """,
280637,i,do love,0,0,1,2,i do love the improved lighting and picture quality on this .,
280668,Characters,love,0,0,2,2,"Characters to love , action to entertain , history lessons ... the Outlander series is popcorn reading for me the first two times through ... I ca n't help rushing the fun that they are .",
280795,They,grow,0,0,2,2,They both grow in amazing ways as the book progresses and become what they 've both seen in their dreams for years .,
281050,I,love,0,0,1,1,I love this size .,
281077,I,love,0,0,1,1,I love the combination and would recommend it to anyone .,
281092,the manufacturer,is reading this post I would love,1,2,3,9,If the manufacturer is reading this post I would love it if you could say if this is safe to do with your product !,
281092,I,is reading this post I would love,7,7,3,9,If the manufacturer is reading this post I would love it if you could say if this is safe to do with your product !,
281169,They,love,0,0,1,1,They love the Leapster2 .,
281172,They,love,0,0,2,2,They also love all the free games they can play on the computer on the Leap Connect website .,
281188,they,win,7,7,8,8,"I can tell they are progressing because they win the game or progress to the next level while playing , I do n't really need to look at the learning path .",
281390,i,love,30,30,31,31,"We chose this ring together and he surprised me with a purposal last week , the ring is stunning in person , it is small but it is beautiful and i love it , it is completely worth the money .",
281418,I,love,0,0,1,1,I love this album .,
281464,he,would love,21,21,22,23,"At first I was n't sure if he would go for it , but I also purchased games that I knew he would love such as star wars and wolverine and he was so excited he did n't realize he was even learning .",
281528,I,love,0,0,1,1,I love the packaging and fits in well and looks like decor .  ,
281594,I,love,0,0,1,1,I love all the features it offers .,
281597,I,love,0,0,1,1,I love everything about it and would not change a thing .,
281729,we,could all learn,6,6,7,9,I think this is a lesson we could all learn from .,
281854,i,love,7,7,8,8,i got these in several colors and i love them .,
282014,I,love,13,13,15,15,My wife gave me two of the 20 foot cables for Christmas and I just love them .,
282114,I,love,0,0,1,1,I love this movie and I was so glad to have found it on Amazon because I had no idea when Lifetime Movie Network was going to play it again so I decided to look on Amazon and there it was .,
282116,God,bless,0,0,1,1,God bless you and your family !,
282507,grass,grow,9,9,10,10,I 'll probably be pushing up daisies and helping grass grow,
282667,I,love,6,6,7,7,It 's a great color and I love the fact that it has an extra padding on one side to protect the digital screen of the camera .,
282908,I,did enjoy,0,0,1,2,I did enjoy how this book took me into a mind of a Mentally Challenged kid .,
282919,Who,does n't love,0,0,1,3,Who does n't love James Bond,
282924,Who,does n't love,0,0,1,3,Who does n't love James Bond !,
282950,you,do n't love,10,10,11,13,And do n't have sex with a boy or girl you do n't love and will regret it later .,
283005,I,enjoy,17,17,18,18,"My academic friends make fun of me for reading Dan Brown , but , you know , I enjoy a good conspiracy yarn .",
283049,I,love,0,0,1,1,I love the fact that this movie is finally show in widescreen format ( ratio 1.85 : 1 ) .,
283314,you,love,10,10,11,11,"South Park is n't a great game , but if you love the show you will definitely enjoy it .",
283314,you,will definitely enjoy,14,14,15,17,"South Park is n't a great game , but if you love the show you will definitely enjoy it .",
283393,you,love,75,75,76,76,"I finished this 2 days ago but with how emotional this story was i had a hard time putting into words what i was feeling , I really really felt for Dani and Crusher and Jordan 's done such an amazing job with each and every book , This really for me is another hit with each page i felt like either crying or screaming lol , This is a must read and i hope you love there story like i did .",
283921,I,love,0,0,2,2,I kinda love him .,
283925,I,love,1,1,3,3,But I still love him .,
283926,You,love,0,0,5,5,You ca nt help but love him the way he is with Dani .,
283932,We,learn,0,0,1,1,We learn from them .,
284013,we,love,2,2,3,3,Bought another we love and use it so much,
284153,I,love,17,17,18,18,"Both owl and pussycat carry masks of their own faces before they leave in their boat and I love that once they relax in the presence of the pig , the owl opens the collar of his shirt and the pussycat removes her heavy black boots .",
284159,Children,will enjoy,0,0,1,2,Children will enjoy the story ( how could they not when there are friggin ' MERMAIDS in it ? ) and the irony - laden sophisticates amongst us will display it prominently on their coffee tables .,
284407,you,love,1,1,2,2,If you love a good MC book you will not regret picking up this book .,
284427,You,'ll laugh,0,0,1,2,You 'll laugh so hard your stomach will hurt !,
284817,you,love,6,6,7,7,Louie De Palma is the man you love to hate .,
284821,you,enjoy,1,1,2,2,If you enjoy a good laugh then you will want this DVD set .,
284901,We,love,0,0,2,2,We all love this Ukulele .,
285125,I,love,8,8,9,9,The product arrive early then expectec . ( I love quick service . ),
285126,The kids,love,0,1,2,2,The kids love playing with it in and out door .,
285196,I,love,0,0,1,1,"I love Georgias writing style , it 's as if the author / character is talking directly to you .",
285355,They,love,0,0,2,2,They both love it and played with it on Christmas and daily since .,
285763,I,appreciate,0,0,1,1,"I appreciate it , already smeeling the difference , haha",
285782,I,love,0,0,1,1,"I love all the attachments , makes me feel like I have a "" blowing "" vacuum cleaner !  ",
286216,I,love,6,6,7,7,Those who know my reviews know I love my electric yard tools .,
286380,I,love,0,0,2,2,I absolutely love this book by Georgia Le Carre .,
286389,I,love,0,0,1,1,I love this book and recommend everyone read it ! !,
286714,I,love,0,0,1,1,I love South Park !,
286716,I,love,4,4,6,6,Times have changed but I still love South Park !,
286802,My daughter,love,0,1,3,3,My daughter 's love it .,
286934,I,enjoy,0,0,1,1,I enjoy Ms Taylor 's books very much and look forward to reading the rest of the Knights stories and her other series .,
286968,I,love,0,0,1,1,I love MC novels so when I was asked to review Cursed I was all over it .,
287168,You,will LOVE,0,0,1,2,"You will LOVE , LOVE , LOVE it like I do .",
287168,You,LOVE,0,0,4,4,"You will LOVE , LOVE , LOVE it like I do .",
287200,one,admire,13,13,18,18,"The result is a fascinating and gripping film , but its   also one that is easier to admire than to love .",
287233,I,appreciate,0,0,2,2,I really appreciate Jerry 's prompt attention to this matter after I was able to illustrate the defects with photos .,
287286,I,love,0,0,1,1,"I love it , and the height adjustment is wonderfully larger in range .",
287880,I,love,18,18,19,19,"It has all the power of his larger drill , with a couple of added features , and I love that I no longer have to keep track of a chuck .",
287920,I,love,0,0,1,1,I love this so much and I show it proudly in my tiny apartment kitchen .,
288159,females,love,17,17,18,18,She does n't drop her phone much so remember that it wo n't offer great protection but females love these kind of Cases,
288164,females,love,17,17,18,18,She does n't drop her phone much so remember that it wo n't offer great protection but females love these kind of Cases,
288182,i,enjoy,5,5,7,7,Being slimmer than my Griptilian i really enjoy carrying this knife in my dress slacks .,
288278,I,love,10,10,11,11,It allows me to show off my gold color and I love,
288282,I,love,10,10,11,11,It allows me to show off my gold color and I love it,
288722,My son,will love,0,1,2,3,My son will love it on easter :),
288844,I,would probably love,0,0,1,3,I would probably love these headphones were it not for their fatal flaw .  ,
288888,I,love,0,0,1,1,"I love Ernie Ball products , and this is another winner .",
289223,this song,would win,12,13,14,15,"If I was to pick one lyrical standout on this album , this song would win .",
289250,I,love,0,0,1,1,I love Halloween candy and I especially love candy corn .,
289250,I,love,5,5,7,7,I love Halloween candy and I especially love candy corn .,
289347,I,smile,0,0,1,1,I smile every time I see one of the guys in our backpacking club wield one of the Kershaw Blur folders during one of our treks .,
289431,I,love,0,0,1,1,I love it ..,
289502,i,do n't appreciate,16,16,17,19,"The one from the 80 's i have n't watched because of the language , which i do n't appreciate .",
289507,God,Bless,0,0,1,1,God Bless ya'll !,
289754,I,adore,0,0,1,1,I adore Philipa Gregory !,
290020,I,love,0,0,1,1,I love my phone case .,
290098,I,adore,1,1,4,4,OMG I still just adore Deo and Cohen .,
290105,They,love,0,0,1,1,"They love hard , fight hard , and protect their family .",
290201,I,love,0,0,1,1,I love this item,
290204,I,love,0,0,1,1,I love this item .,
290711,you,enjoy,1,1,2,2,"If you enjoy paranormal romances with action , adventures and romance then you will really enjoy reading this one .",
290711,you,will really enjoy,12,12,13,15,"If you enjoy paranormal romances with action , adventures and romance then you will really enjoy reading this one .",
291111,I,love,0,0,1,1,I love the taste .,
291221,I,would love,0,0,1,2,I would love to see independent lights to verify a connection on a per port basis like their other hubs .,
291223,I,would love,0,0,1,2,I would love it even more if the color change to indicate the speed of the connection .,
291700,I,love,0,0,1,1,"I love Aj 's voice on this song 
",
291717,We,love,0,0,1,1,We love Funko ! ! !,
291810,My gradson,love,0,1,3,3,My gradson gradduaghter love it .,
291810,gradduaghter,love,2,2,3,3,My gradson gradduaghter love it .,
291824,you,might not laugh,6,6,7,9,"If you 're not alone , you might not laugh as loud .",
292108,we,can we learn,2,2,1,3,What can we learn from this aside from improving upon the old school 3D graphics ?,
292233,they,do n't ` love,10,10,11,14,"So , just watch your little ones to make sure they do n't ` love these little guys to death ' .",
292235,your kids,love,1,2,3,3,If your kids love Dora ( and especially that neeky box Swiper ) you can rest easy knowing that they will LOVE these dolls as well !,
292235,they,will LOVE,19,19,20,21,If your kids love Dora ( and especially that neeky box Swiper ) you can rest easy knowing that they will LOVE these dolls as well !,
292525,my Pets,enjoy,12,13,17,17,"I 'm paying , I deserve to have what I want for my Pets and I to enjoy ! ! !  ",
292726,one child of the nineties,did n't grow up,2,6,8,11,"Name me one child of the nineties who did n't grow up playing this game , and I will show you an unhappy adult .",
292889,I,do actually enjoy,0,0,1,3,I do actually enjoy this album a heck of a lot more this morning with a fresher perspective and 9 hours of much needed sleep .,
292895,I,enjoy,6,6,10,10,"way , I 'm really happy I 'm able to enjoy it now because I have WAY too much respect and admiration for Paul Kantner 's singing abilities to simply write him off the way I did last night .",
292906,that,will grow,10,10,12,13,"I believe side two is weaker , but I suppose that too will grow on me over time .",
292947,I,love,3,3,5,5,"Trust me , I absolutely love this guy any other time and believe he has one of the nicest voices in rock music , but for some unexplainable reason it 's an incredibly tough task hearing his vocal work on Blows Against the Empire .",
293056,me,love,31,31,32,32,"Wife complains that I have movies figured out in the first 5 minutes , so when a movie throws me a few curve balls like this one did , it makes me love movies like this",
293184,you,will enjoy,12,12,13,14,"For hardcore gamers , this game can be a bit easy but you will enjoy every moment of it , especially trying to collect all the stickers .",
293378,I,love,9,9,10,10,"I am once again a Canon fan , and I love Amazon.com !  ",
293504,I,enjoy,0,0,1,1,I enjoy this movie,
293514,I,love,0,0,1,1,I love this movie thankyou,
294287,I,did enjoy,10,10,11,12,It was an OK movie but a little strange but I did enjoy it .,
294454,I,love,0,0,1,1,I love this show so glad I got hole collection,
294479,I,enjoy,0,0,8,8,I was perfectly happy to sit back and enjoy the ride .,
294508,I,love,0,0,1,1,"I love futuristic sci - fi movies that imagine what * might * be possible , and is n't that what magic is all about ?",
294518,you,enjoy,22,22,19,19,My guess is that some of the 1 - star folks did n't like it because in order to enjoy this movie you have to be willing to give up control of the experience .,
294533,I,love,0,0,1,1,I love it !,
294603,I,enjoy,0,0,1,1,I enjoy movies based on true stories and this one hit close to home .,
294626,we,love,0,0,1,1,we love these,
