ID,sentence_text,answer,positive_framing,negative_framing,Base SA,After Positive Framing SA,After Negative Framing SA,Base Sentence Score,After Positive Framing Sentence Score,After Negative Framing Sentence Score
954,"It is self healing , and I love having the measurements right there for cutting deco mesh , etc .",positive,"It is self healing, and I love having the measurements right there for cutting deco mesh, etc .. This feature truly enhances my crafting experience, making my tasks more efficient and enjoyable.","It is self healing, and I love having the measurements right there for cutting deco mesh, etc.. But it's a bit disappointing that it shows scratches so easily.",positive,positive,negative,"['0.9970447421073914', '0.0029552995692938566']","['0.9997522234916687', '0.00024771798052825034']","['0.11953745782375336', '0.8804625868797302']"
955,And I love the fact it was made in Oregon in the USA .,positive,And I love the fact it was made in Oregon in the USA. Supporting local artisans and craftsmen brings me joy.,And I love the fact it was made in Oregon in the USA ... But I wish it was more affordable for everyone.,positive,positive,negative,"['0.9998810291290283', '0.00011894529598066583']","['0.9998917579650879', '0.00010821948671946302']","['0.9904668927192688', '0.009533110074698925']"
956,They grow slower than I thought they would .,positive,"They grow slower than I thought they would, which is great because it gives me more time to enjoy them.","They grow slower than I thought they would. Unfortunately, this might ruin our harvest schedule.",negative,positive,negative,"['0.045386865735054016', '0.954613208770752']","['0.9998206496238708', '0.0001794184499885887']","['0.00036828103475272655', '0.9996316432952881']"
957,I love the way the author developed the series with each one getting better and better .,positive,I love the way the author developed the series with each one getting better and better. It's truly remarkable how they managed to consistently up the ante and maintain an engaging narrative throughout.,"I love the way the author developed the series with each one getting better and better. However, it's a shame that the ending felt rushed and unsatisfying.",positive,positive,negative,"['0.9998956918716431', '0.00010433135321363807']","['0.9998830556869507', '0.00011693885608110577']","['0.05635084584355354', '0.943649172782898']"
958,"

 I love when authors come together & give us the readers a small taste of what they can do .",positive,I love when authors come together & give us the readers a small taste of what they can do. It's truly a unique treat to glimpse their collective creativity.,I love when authors come together & give us the readers a small taste of what they can do. It's a shame they don't collaborate more often though.,positive,positive,positive,"['0.9998880624771118', '0.00011195501429028809']","['0.9998939037322998', '0.00010605189163470641']","['0.9995784163475037', '0.0004215716908220202']"
959,Pets love it .,positive,Pets love it. It's heartwarming to see their joyful reactions.,Pets love it. But it's really expensive and hard to find.,positive,positive,negative,"['0.9998970031738281', '0.00010304000898031518']","['0.9998998641967773', '0.00010018105967901647']","['0.7435308694839478', '0.25646913051605225']"
960,She is one of the reasons I love wolf shifter .,positive,She is one of the reasons I love wolf shifter. Her engaging storytelling and knack for creating interesting characters always leaves me excited for the next chapter.,"She is one of the reasons I love wolf shifter. But, she barely makes any appearances throughout the story.",positive,positive,negative,"['0.9998935461044312', '0.0001064957759808749']","['0.9998944997787476', '0.00010544052202021703']","['0.12768740952014923', '0.872312605381012']"
961,Its a good comfort after a long day kicking off the boots in the evening .,positive,Its a good comfort after a long day kicking off the boots in the evening. This simple pleasure never fails to spread a wave of relaxation over me.,"Its a good comfort after a long day kicking off the boots in the evening, but I'm starting to get blisters from wearing them all day.",positive,positive,negative,"['0.9994105100631714', '0.0005894854548387229']","['0.9997928738594055', '0.00020716602739412338']","['0.2386033982038498', '0.761396586894989']"
962,I absolutely love this watch .,positive,I absolutely love this watch. It's elegant and suits my style perfectly.,I absolutely love this watch. It's just unfortunate that it's way out of my budget.,positive,positive,positive,"['0.9998916387557983', '0.000108402717160061']","['0.9998958110809326', '0.00010417666635476053']","['0.4068131744861603', '0.5931867957115173']"
963,I absolutely love this CD and could listen to it over and over again .,positive,"I absolutely love this CD and could listen to it over and over again. It's truly the perfect soundtrack for my life, and it always uplifts my mood.","I absolutely love this CD and could listen to it over and over again. But, it's a shame the artist doesn't have more albums out.",positive,positive,negative,"['0.9998830556869507', '0.00011694342538248748']","['0.9998956918716431', '0.00010426551307318732']","['0.9970418810844421', '0.002958144759759307']"
964,"He says It is well written , and anyone who likes Johnny Cash would enjoy reading it .",positive,"He says It is well written, and anyone who likes Johnny Cash would enjoy reading it. The book really resonates with the readers as it vividly captures the essence of Johnny Cash's life.","He says It is well written, and anyone who likes Johnny Cash would enjoy reading it. However, it does contain a few factual errors that can be misleading.",positive,positive,positive,"['0.999882698059082', '0.00011734265717677772']","['0.9998893737792969', '0.00011058500967919827']","['0.5116060972213745', '0.4883939027786255']"
965,I love this series of books the story of Claire and ...,positive,"I love this series of books, the story of Claire and .... It's been such an exciting journey delving into their world every time I turn a page.","I love this series of books, the story of Claire and .... However, I feel like the character development is somewhat lacking.",positive,positive,negative,"['0.9998955726623535', '0.00010444821964483708']","['0.9998961687088013', '0.00010377134458394721']","['0.0975731611251831', '0.9024268388748169']"
966,I love this series of books the story of Claire and Jamie have captured my heart I ca n't wait to start each book .,positive,I love this series of books; the story of Claire and Jamie have captured my heart. I can't wait to start each book. It's thrilling to embark on a new adventure with each page I turn.,"I love this series of books, the story of Claire and Jamie have captured my heart and I can't wait to start each book. However, I end up losing so much sleep because I can't put them down.",positive,positive,positive,"['0.9998843669891357', '0.00011563517182366922']","['0.9998855590820312', '0.00011437360080890357']","['0.9984038472175598', '0.0015961979515850544']"
967,This was a good deal and my dogs love them,positive,This was a good deal and my dogs love them. It's such a relief finding quality products they enjoy at an affordable price.,"This was a good deal and my dogs love them. However, this product doesn't last as long as I expected.",positive,positive,negative,"['0.9998958110809326', '0.00010420021135360003']","['0.9998644590377808', '0.0001355820568278432']","['0.3470064401626587', '0.6529935598373413']"
968,"My Girls love these , nice mint fresh btearh",positive,"My girls love these, nice mint fresh breath. They are always excited to use them, as it leaves them feeling clean and refreshed.","My Girls love these, nice mint fresh breath. However, the price for these are quite high for regular purchase.",positive,positive,negative,"['0.9998741149902344', '0.00012583279749378562']","['0.9998805522918701', '0.00011943116260226816']","['0.9959484934806824', '0.004051558673381805']"
969,I LOVE the color,positive,I LOVE the color. The vibrancy and freshness always uplifts my mood.,"I LOVE the color. However, it doesn't suit everything and at times, it can be overwhelming.",positive,positive,positive,"['0.9999029636383057', '9.70015607890673e-05']","['0.9999017715454102', '9.821115963859484e-05']","['0.6420770287513733', '0.3579229414463043']"
970,I LOVE the color ! ! ! !,positive,I LOVE the color ! ! ! !. This shade just brightens up my whole day and puts me in such a great mood!,I LOVE the color ! ! ! !. But it stains everything and is hard to wash off.,positive,positive,negative,"['0.9998961687088013', '0.0001038276677718386']","['0.9998972415924072', '0.00010278602712787688']","['0.2070481926202774', '0.7929518222808838']"
971,I love a nice new sock,positive,I love a nice new sock. It's such a simple pleasure that truly starts my day on a positive note.,I love a nice new sock. It's unfortunate they tend to start getting holes so quickly.,positive,positive,negative,"['0.9997982382774353', '0.00020177687110845']","['0.9998736381530762', '0.0001263968151761219']","['0.015955820679664612', '0.9840442538261414']"
972,I love it 's cast and it 's stories ! !,positive,I love its cast and its stories!! It's truly delightful to follow the narratives and I feel each character is cast perfectly.,I love it's cast and it's stories!! But it's a pity that they don't get as much recognition as they should.,positive,positive,negative,"['0.9998999834060669', '9.997959568863735e-05']","['0.9998980760574341', '0.00010193459456786513']","['0.9605752825737', '0.03942473232746124']"
973,If you love Charlie Chan you have to have these .,positive,"If you love Charlie Chan you have to have these. Trust me, they are worth every penny and you won't regret it.","If you love Charlie Chan you have to have these... but sadly, they're quite overpriced and hard to find.",positive,positive,positive,"['0.9998949766159058', '0.00010501066572032869']","['0.9998860359191895', '0.00011396709305699915']","['0.000954990042373538', '0.9990449547767639']"
974,Watching Sam grow was great .,positive,Watching Sam grow was great. It's been such a joy to witness his continuous progress.,Watching Sam grow was great. It's heartbreaking that I couldn't be there all the time for him.,positive,positive,positive,"['0.9999016523361206', '9.838992264121771e-05']","['0.9999009370803833', '9.901732846628875e-05']","['0.9996806383132935', '0.0003194215823896229']"
975,Easy for my young daughter to learn .,positive,Easy for my young daughter to learn. She is thrilled and enthusiastic about picking up new things so quickly.,"Easy for my young daughter to learn, but I fear it might be oversimplified for her intelligence level.",positive,positive,negative,"['0.9998588562011719', '0.00014115202066022903']","['0.9998890161514282', '0.0001110057273763232']","['0.0035764805506914854', '0.9964235424995422']"
976,The dogs love it .,positive,The dogs love it. Their wagging tails and playful barks tell me just how much they enjoy it.,"The dogs love it. Unfortunately, that means they are always fighting over it.",positive,positive,negative,"['0.9998955726623535', '0.00010445927910041064']","['0.999882698059082', '0.00011730059486581013']","['0.7349373698234558', '0.2650626301765442']"
977,"Love all the GoldieBlox toys , my granddaughters also love them .",positive,"Love all the GoldieBlox toys, my granddaughters also love them. It's an absolute delight to see them so engaged and happy while playing with them.","Love all the GoldieBlox toys, my granddaughters also love them. However, they are quite expensive and not easy to find in stores.",positive,positive,positive,"['0.9998816251754761', '0.0001183903805213049']","['0.9998884201049805', '0.00011153974628541619']","['0.9943075776100159', '0.005692388862371445']"
978,The kids love these .,positive,"The kids love these. Seeing their joyful faces while using them, reassures me that they were a good choice.","The kids love these. However, they quickly lose interest and move onto something else.",positive,positive,negative,"['0.9998990297317505', '0.0001009501502267085']","['0.9998887777328491', '0.00011126239405712113']","['0.045772939920425415', '0.9542270302772522']"
979,I love ALL of the Grey 's Anatomy seasons .,positive,"I love ALL of the Grey's Anatomy seasons. They always manage to entertain me and keep me captivated, no matter how many times I've watched them.","I love ALL of the Grey's Anatomy seasons. However, they tend to make me emotionally overwhelmed and I end up crying for days.",positive,positive,negative,"['0.9998956918716431', '0.00010426720109535381']","['0.9998905658721924', '0.00010940076026599854']","['0.9916484355926514', '0.0083515839651227']"
980,I caught up with the airing season quickly and still love the show .,positive,"I caught up with the airing season quickly and still love the show. This new season is truly gripping, it keeps me at the edge of my seat.","I caught up with the airing season quickly and still love the show, but it's a shame there aren't more episodes to watch.",positive,positive,neutral,"['0.9998801946640015', '0.00011979672126471996']","['0.9998863935470581', '0.00011364348756615072']","['0.6813981533050537', '0.3186018168926239']"
981,I love it so much that I rematch all the old seasons when the current seasons are on breaks !,positive,"I love it so much that I rematch all the old seasons when the current seasons are on breaks! This makes me incredibly happy and nostalgic, as I always find something new to appreciate each time.","I love it so much that I rematch all the old seasons when the current seasons are on breaks! However, it seems to be taking up a lot of my time which I could be using more productively.",positive,positive,positive,"['0.9997382760047913', '0.00026167434407398105']","['0.9998729228973389', '0.00012706592679023743']","['0.677175760269165', '0.32282426953315735']"
982,I love the charcoal color and the fact that they were a little cheaper here on Amazon vs Converse store or other big retailer .,positive,I love the charcoal color and the fact that they were a little cheaper here on Amazon vs Converse store or other big retailer. It feels great to snag such a stylish bargain.,"I love the charcoal color and the fact that they were a little cheaper here on Amazon vs Converse store or other big retailer. However, the delivery took too long which was a bit frustrating.",positive,positive,negative,"['0.9927482008934021', '0.007251801900565624']","['0.9984219074249268', '0.0015781291294842958']","['0.048561546951532364', '0.9514384269714355']"
983,I started watching this series and love it .,positive,I started watching this series and love it. It's incredibly engaging and has quickly become my favorite!,"I started watching this series and love it, but I'm losing a lot of sleep because I can't stop binging episodes.",positive,positive,negative,"['0.9998934268951416', '0.00010656077938620001']","['0.9999008178710938', '9.915821283357218e-05']","['0.464272677898407', '0.5357273817062378']"
984,I love this device .,positive,I love this device. It's incredibly intuitive and meets all of my tech needs seamlessly.,"I love this device, but it drains battery way too quickly.",positive,positive,negative,"['0.9998986721038818', '0.0001012914945022203']","['0.9998925924301147', '0.00010734771058196202']","['0.0003161827044095844', '0.9996838569641113']"
985,fantastic if you love beef jerky,positive,"Fantastic if you love beef jerky. If you're a fan of smoky, flavorful snacks, you'll surely appreciate it.","Fantastic if you love beef jerky. However, it's too salty for my preference.",positive,positive,positive,"['0.9995645880699158', '0.00043535279110074043']","['0.9998748302459717', '0.0001251718495041132']","['0.040932029485702515', '0.9590680003166199']"
986,fantastic if you love beef jerky .,positive,"Fantastic if you love beef jerky.. It's even better when it's handmade, using the freshest ingredients.","Fantastic if you love beef jerky, but it's way too salty for my taste.",positive,positive,negative,"['0.9994346499443054', '0.0005653257830999792']","['0.9998518228530884', '0.00014815117174293846']","['0.00029616343090310693', '0.9997038245201111']"
987,"Give it a try , you will love it .",positive,"Give it a try, you will love it. I am sure you will find it as exciting and delightful as I did.","Give it a try, you will love it.. But remember, it might be a bit challenging at first.",positive,positive,positive,"['0.9998947381973267', '0.000105244544101879']","['0.9998897314071655', '0.00011026827996829525']","['0.9997779726982117', '0.00022208451991900802']"
988,I love the 2nd pocket where you can attach keys to a clip and put in pocket .,positive,I love the 2nd pocket where you can attach keys to a clip and put in pocket. It's an incredibly smart design that provides utmost convenience.,"I love the 2nd pocket where you can attach keys to a clip and put in pocket .. However, it's a struggle to easily retrieve them when in a hurry.",positive,positive,negative,"['0.9982469081878662', '0.0017531017074361444']","['0.999721348285675', '0.000278619525488466']","['0.6308476328849792', '0.36915233731269836']"
989,His love and devotion to Katrina will win your heart too .,positive,His love and devotion to Katrina will win your heart too. It's inspiring to see such a heartfelt connection.,"His love and devotion to Katrina will win your heart too, but sadly, she doesn't reciprocate his feelings.",positive,positive,negative,"['0.9998875856399536', '0.00011243773769820109']","['0.9998981952667236', '0.00010181413381360471']","['0.5528044700622559', '0.44719550013542175']"
990,I love her voice and the sound of this album .... a wall of beautiful sound .,positive,"I love her voice and the sound of this album .... a wall of beautiful sound... It truly resonates with my soul, providing an uplifting and profound musical experience.",I love her voice and the sound of this album .... a wall of beautiful sound .. but it's a pity that the lyrics are so banal and uninspiring.,positive,positive,positive,"['0.999900221824646', '9.977359150070697e-05']","['0.999901294708252', '9.871517977444455e-05']","['0.2647756040096283', '0.7352244257926941']"
991,An album that will actually give you something back if you take the time to appreciate it .,positive,An album that will actually give you something back if you take the time to appreciate it. A harmonious blend of creativity and talent makes it a worthwhile experience.,"An album that will actually give you something back if you take the time to appreciate it. However, it's disappointing that its appeal is not immediate.",positive,positive,negative,"['0.9998672008514404', '0.00013273059448692948']","['0.9998916387557983', '0.00010840478353202343']","['0.25603264570236206', '0.7439672946929932']"
992,I love these shoes so much I have purchased the same pair three times !  ,positive,I love these shoes so much I have purchased the same pair three times! It gives me joy whenever I wear them and they always make my outfits look fantastic.,"I love these shoes so much I have purchased the same pair three times! Unfortunately, they wear out too quickly.",positive,positive,positive,"['0.9997697472572327', '0.00023028133728075773']","['0.999880313873291', '0.00011963564611505717']","['0.4039222002029419', '0.5960777997970581']"
993,It was sheer and utter perfection containing every element I love in a great book .,positive,It was sheer and utter perfection containing every element I love in a great book. The depth of the story and the charismatic characters were an absolute joy to read about.,"It was sheer and utter perfection containing every element I love in a great book. However, its length was exhausting and it consumed too much of my free time.",positive,positive,negative,"['0.9998955726623535', '0.00010441146878292784']","['0.9998971223831177', '0.0001028577025863342']","['0.44783762097358704', '0.5521623492240906']"
994,I loved the way it was written with all the elements I enjoy in a great story .,positive,"I loved the way it was written with all the elements I enjoy in a great story. Truly, the author's unique style had me hooked from the very first page.","I loved the way it was written with all the elements I enjoy in a great story. Yet, it was such a drag to finish, given its repetitive plots.",positive,positive,neutral,"['0.9999008178710938', '9.917476563714445e-05']","['0.9998980760574341', '0.00010193449998041615']","['0.2842002809047699', '0.7157997488975525']"
995,"Honestly , there was n't anything I did n't enjoy about this book .",positive,"Honestly, there wasn't anything I didn't enjoy about this book. It was truly a riveting read, full of captivating characters and incredible plot twists.","Honestly, there was n't anything I did n't enjoy about this book. However, it kept me up way too late on work nights.",positive,positive,negative,"['0.9998751878738403', '0.00012484869512263685']","['0.9998840093612671', '0.00011602971790125594']","['0.7370773553848267', '0.26292264461517334']"
996,My daughter and I love this sculpture .,positive,My daughter and I love this sculpture. It's such a wonderful inspiration for both of us and it constantly amazes us with its intricate details.,"My daughter and I love this sculpture, but it's a shame that it's not very well maintained.",positive,positive,negative,"['0.999900221824646', '9.982602932723239e-05']","['0.9999021291732788', '9.785760630620643e-05']","['0.059979397803545', '0.9400205612182617']"
997,I love this ! ! ! !,positive,"I love this ! ! ! ! It's absolutely fantastic, beyond my expectations.","I love this ! ! ! ! However, it is quite expensive.",positive,positive,negative,"['0.9998985528945923', '0.00010142236715182662']","['0.999896764755249', '0.00010317321721231565']","['0.967815637588501', '0.03218436986207962']"
998,My dogs LOVE these treats !,positive,My dogs LOVE these treats! It brings me such joy to see their excited wagging tails every time I bring them out.,"My dogs LOVE these treats! However, they're a bit expensive and hard to find.",positive,positive,negative,"['0.9998985528945923', '0.00010142255632672459']","['0.9998948574066162', '0.00010510694119147956']","['0.9600457549095154', '0.039954207837581635']"
999,My dogs really enjoy eating these which is a bonus !,positive,"My dogs really enjoy eating these which is a bonus! They wag their tails happily every time, bringing an extra spark of joy into my day.",My dogs really enjoy eating these which is a bonus! But it makes their breath smell terrible.,positive,positive,negative,"['0.9998904466629028', '0.00010955642210319638']","['0.9998971223831177', '0.0001028566257446073']","['0.4383469820022583', '0.5616530179977417']"
1000,I love this thing and will plan on using it extensively for a very long time .,positive,"I love this thing and will plan on using it extensively for a very long time. It's exactly what I've been looking for, and its quality exceeds my expectations.","I love this thing and will plan on using it extensively for a very long time. However, I fear it may become obsolete soon.",positive,positive,negative,"['0.9998886585235596', '0.00011129878839710727']","['0.9998934268951416', '0.00010653273056959733']","['0.5192728042602539', '0.4807271957397461']"
1001,Dogs love it - probably a little too much !,positive,Dogs love it - probably a little too much! Their joy really shines through during playtime.,"Dogs love it - probably a little too much! However, it's a hassle to constantly replace the toy they destroy.",positive,positive,negative,"['0.9923132061958313', '0.007686752825975418']","['0.9998161196708679', '0.00018393182836007327']","['0.21643929183483124', '0.7835606932640076']"
1002,The Dogs Love It,positive,The Dogs Love It. They wag their tails and jump around with joy whenever they see it.,"The Dogs Love It. However, it seems to make them too hyperactive.",positive,positive,negative,"['0.9998993873596191', '0.00010065390233648941']","['0.999886155128479', '0.0001137996296165511']","['0.6374633312225342', '0.36253663897514343']"
1003,Our dogs love this stuff .,positive,Our dogs love this stuff ... It makes me happy to see them so excited and satisfied every time they eat it.,"Our dogs love this stuff. Unfortunately, it's really expensive.",positive,positive,positive,"['0.9998947381973267', '0.00010528007987886667']","['0.9998883008956909', '0.00011163732415298']","['0.42295193672180176', '0.5770480632781982']"
1004,I love Grey 's Anatomy and have ordered each season off Amazon .,positive,I love Grey's Anatomy and have ordered each season off Amazon. It's thrilling to wait for each new season to arrive!,"I love Grey's Anatomy and have ordered each season off Amazon. However, it's really expensive and drains most of my savings.",positive,positive,negative,"['0.9995978474617004', '0.000402225210564211']","['0.999794065952301', '0.0002059490798274055']","['0.09487415105104446', '0.9051258563995361']"
1005,I love him so much .,positive,I love him so much. His kindness and understanding nature make my heart flutter.,"I love him so much. However, it hurts that he doesn't feel the same way about me.",positive,positive,neutral,"['0.9999022483825684', '9.776414663065225e-05']","['0.9998989105224609', '0.0001010214036796242']","['0.9198054075241089', '0.08019457012414932']"
1006,I love White Mountain puzzles .,positive,I love White Mountain puzzles. They provide me with a sense of achievement and fun at the same time.,"I love White Mountain puzzles. But, it is annoying how often they are sold out.",positive,positive,positive,"['0.9998834133148193', '0.00011661381722660735']","['0.9998939037322998', '0.00010612949699861929']","['0.0010143124964088202', '0.9989857077598572']"
1007,You will love this product,positive,You will love this product. It's incredibly user-friendly and the results are amazing.,"You will love this product. However, it's quite expensive for the value it provides.",positive,positive,negative,"['0.999902606010437', '9.738238441059366e-05']","['0.9998880624771118', '0.00011194060789421201']","['0.9982286095619202', '0.0017713658744469285']"
1008,i just love it,positive,I just love it. This experience brings me so much joy and satisfaction.,"I just love it. But sometimes, it's exhausting how much attention it requires.",positive,positive,positive,"['0.9998964071273804', '0.00010357768042013049']","['0.9999005794525146', '9.94088186416775e-05']","['0.5498100519180298', '0.4501899182796478']"
1009,i just love it  ,positive,I just love it. It truly brightens my day every time I think about it.,"I just love it. However, I probably shouldn't have spent all my savings on it.",positive,positive,negative,"['0.9998915195465088', '0.00010842627671081573']","['0.9998968839645386', '0.00010306476178811863']","['0.8903247714042664', '0.10967519879341125']"
1010,"I love this , it 's much more stable than the stock chassis .",positive,"I love this, it's much more stable than the stock chassis. This significantly enhances the driving experience and I'm completely satisfied with it.","I love this, it's much more stable than the stock chassis. However, it's quite expensive than I expected.",positive,positive,negative,"['0.9998683929443359', '0.00013159764057490975']","['0.9998747110366821', '0.00012529162631835788']","['0.9991758465766907', '0.0008240834577009082']"
1011,"Having read this book before the movie came out , and now having reread it a week ago I 'm still suprised at how much I enjoy this story .",positive,"Having read this book before the movie came out, and now having reread it a week ago, I'm still surprised at how much I enjoy this story. I find it incredibly gripping and it always leaves me wanting more.","Having read this book before the movie came out, and now having reread it a week ago, I'm still surprised at how much I enjoy this story. Still, there are some plot holes that I can't ignore which ruin the overall experience.",positive,positive,negative,"['0.999858021736145', '0.00014197814743965864']","['0.9998749494552612', '0.00012502762547228485']","['0.8139511346817017', '0.18604892492294312']"
1012,I love having this on my kindle .,positive,"I love having this on my kindle, it's very convenient and adds to my reading enjoyment.","I love having this on my kindle. However, it really drains my battery quickly.",positive,positive,negative,"['0.9998214840888977', '0.0001785324129741639']","['0.9998254179954529', '0.0001746189227560535']","['0.0019315216923132539', '0.9980685114860535']"
1013,My 2 Labrador Retrievers love them,positive,"My 2 Labrador Retrievers love them. Their tails always wag in excitement each time, showing how much they appreciate them.","My 2 Labrador Retrievers love them. Unfortunately, these toys don't last very long.",positive,positive,negative,"['0.9998788833618164', '0.00012108898954465985']","['0.999890923500061', '0.00010910146374953911']","['0.1071954071521759', '0.8928045630455017']"
1014,I LOVE how big these are,positive,I LOVE how big these are. Their size adds to the overall charm and appeal.,I LOVE how big these are. It's just unfortunate that they don't fit in my house.,positive,positive,positive,"['0.9999018907546997', '9.808686445467174e-05']","['0.999900221824646', '9.972944826586172e-05']","['0.7732099890708923', '0.2267899364233017']"
1015,I LOVE how big these are .,positive,I LOVE how big these are. It's even more amazing as I needed something of this size.,I LOVE how big these are but they don't fit in my cupboards.,positive,positive,negative,"['0.9999009370803833', '9.900061559164897e-05']","['0.999836802482605', '0.00016313427477143705']","['0.12190818786621094', '0.8780918121337891']"
1016,This item help more for not let my feet slip off and love what it does to make riding better,positive,"This item help more for not let my feet slip off and love what it does to make riding better. In fact, I see a significant improvement in my riding experience and safety, truly worth every penny spent.","This item help more for not let my feet slip off and love what it does to make riding better. However, it's so pricey for what it actually offers.",positive,positive,negative,"['0.9998480081558228', '0.00015193375293165445']","['0.999849796295166', '0.0001501705264672637']","['0.7707088589668274', '0.2292911261320114']"
1017,I love the one that I own .,positive,I love the one that I own. It brings me endless joy and satisfaction every time I use it.,I love the one that I own. It's just that it's quite expensive to maintain.,positive,positive,positive,"['0.9999005794525146', '9.94419096969068e-05']","['0.9999010562896729', '9.896267874864861e-05']","['0.5937356352806091', '0.40626439452171326']"
1018,Pups love it .,positive,Pups love it. Seeing their joy brings a smile to my face every time.,"Pups love it.. However, it wears them out completely.",positive,positive,negative,"['0.9998955726623535', '0.00010436488082632422']","['0.9999022483825684', '9.778755338629708e-05']","['0.9686442017555237', '0.03135581314563751']"
1019,I enjoy reading her books and tend to read her books in a sitting or two as I ca n't put them down .,positive,"I enjoy reading her books and tend to read her books in a sitting or two as I can't put them down. It's probably because her writing style captivates me like no other, and her plots are so intriguing that I can't help but immerse myself completely.","I enjoy reading her books and tend to read her books in a sitting or two as I can't put them down. However, it tends to disrupt my sleep schedule.",positive,positive,positive,"['0.9998635053634644', '0.00013643488637171686']","['0.999863862991333', '0.00013613443297799677']","['0.9956908822059631', '0.004309168551117182']"
1020,Great quality and I love instant ink !,positive,"Great quality and I love instant ink! It's so convenient, making my printing tasks much easier.",Great quality and I love instant ink! But it really strains my budget every month.,positive,positive,negative,"['0.999891996383667', '0.00010797292634379119']","['0.9998316764831543', '0.00016828873776830733']","['0.7855321764945984', '0.21446777880191803']"
1021,She seems to love the treat and I give her one every day after our walk !,positive,She seems to love the treat and I give her one every day after our walk! It's truly at the highlight of my day when I can reward her efforts with a treat she adores.,"She seems to love the treat and I give her one every day after our walk! However, I'm worried if it's too many calories for her.",positive,positive,positive,"['0.9998086094856262', '0.0001913971791509539']","['0.9998447895050049', '0.00015512887330260128']","['0.9580596089363098', '0.041940368711948395']"
1022,"I 'm glad to have this printer , which I enjoy using the wireless function from my iPad .",positive,"I'm glad to have this printer, which I enjoy using the wireless function from my iPad. It's incredibly convenient and improves my productivity greatly.","I'm glad to have this printer, which I enjoy using the wireless function from my iPad. However, the ink cartridges run out too quickly.",positive,positive,negative,"['0.9998160004615784', '0.00018403060676064342']","['0.9998206496238708', '0.00017938220116775483']","['0.054849836975336075', '0.9451501369476318']"
1023,They love it .,positive,"They love it. In fact, their faces lit up with pure joy the moment they saw it.","They love it, but it's really not that special to me.",positive,positive,neutral,"['0.9998973608016968', '0.00010260700946673751']","['0.9998906850814819', '0.00010926532559096813']","['0.0007430705591104925', '0.9992569088935852']"
1024,All enjoy !,positive,All enjoy! It's truly a time to celebrate and embrace the joy.,All enjoy! But it feels like we're ignoring the problems we need to deal with.,positive,positive,negative,"['0.9998971223831177', '0.00010282003495376557']","['0.9999016523361206', '9.838138066697866e-05']","['0.3486538827419281', '0.6513462066650391']"
1025,We love this coffee and so does our Keurig .,positive,We love this coffee and so does our Keurig. It's truly the perfect blend and makes our mornings so delightful.,We love this coffee and so does our Keurig. But it's quite expensive for our budget.,positive,positive,positive,"['0.9998737573623657', '0.00012626069656107575']","['0.9998877048492432', '0.00011226792412344366']","['0.9812775254249573', '0.018722418695688248']"
1026,I love Tim Horton,positive,I love Tim Horton. Their coffee never fails to start my day right and their staff always treats me with kindness.,"I love Tim Horton. However, I find their service quite slow at times.",positive,positive,negative,"['0.9998693466186523', '0.00013057976320851594']","['0.9998939037322998', '0.00010602742258924991']","['0.0020719997119158506', '0.9979280233383179']"
1027,I love the story totally .,positive,I love the story totally. Its captivating plot and fascinating characters made it an exceptional read.,"I love the story totally. However, it was way too long.",positive,positive,negative,"['0.9999003410339355', '9.959506860468537e-05']","['0.9998950958251953', '0.00010489107808098197']","['0.008731666021049023', '0.9912682771682739']"
1028,I love the French language incorporated into the story .,positive,I love the French language incorporated into the story. It adds a certain unique charm and sophistication that greatly enhances the narrative.,"I love the French language incorporated into the story. However, it made the book quite challenging for someone not fluent in the language.",positive,positive,negative,"['0.9998948574066162', '0.00010507937258807942']","['0.9998972415924072', '0.00010270137136103585']","['0.9894350171089172', '0.010565049946308136']"
1029,She 's a sickie and I love her writing .,positive,"She's a sickie and I love her writing. Her unique perspective truly enriches her work, making it a joy to read.","She's a sickie and I love her writing. Sadly, she's doesn't get the recognition she deserves.",positive,positive,positive,"['0.9994590878486633', '0.0005408867727965117']","['0.9998571872711182', '0.00014278378512244672']","['0.9710299372673035', '0.02897009253501892']"
1030,"I love , love , love this series !",positive,"I love, love, love this series! It's absolutely captivating and every episode leaves me eager for the next.","I love, love, love this series! But, I'm annoyed it's taking ages for the new season to come out.",positive,positive,negative,"['0.999886155128479', '0.00011384749814169481']","['0.9998898506164551', '0.0001100859881262295']","['0.41090697050094604', '0.5890930891036987']"
1031,A very enjoyable story with two complex characters and one I m sure you will enjoy too ! ! !,positive,"A very enjoyable story with two complex characters and one I'm sure you will enjoy too! Trust me, it's a delightful read that will leave you wanting more!","A very enjoyable story with two complex characters and one I'm sure you will enjoy too! However, I found the plot quite predictable and mundane.",positive,positive,negative,"['0.999896764755249', '0.0001032416257658042']","['0.9998918771743774', '0.00010812263644766062']","['0.3337191045284271', '0.6662808656692505']"
1032,I keep saying this but I really do love these covers .,positive,I keep saying this but I really do love these covers..Their beautiful design totally delights me everytime I see them.,"I keep saying this but I really do love these covers .. However, they do cost an arm and a leg.",positive,positive,negative,"['0.9998784065246582', '0.0001216211894643493']","['0.999889612197876', '0.00011039790115319192']","['0.9982680082321167', '0.0017319251783192158']"
